CustomerID,Region,Province,City,EnrollmentDate,CancelDate,ProductType,PlanName,Price,SalesChannel,Source,UtilityProvider,ContractDurationMonths,Usage,UsageUnit,SupportTickets,PricePerUnit,EstimatedMonthlyBill
CUST02284,Ontario ,Ontario,Hamilton,25/11/2023,,Electricity,Green,62.24,in person, facebook,ENBRIDGE,6,1471.98,kWh,2,0.12,176.64
CUST02285,ontario,Ontario,Mississauga,02/08/2021,,Electricity,basic,69.84, Email, facebook,Enbridge,24,1435.31,kWh,1,0.12,172.24
CUST02286,ONTARIO,Ontario,Ottawa,09/01/2021,,Electricity,Prmium,132.13,,,ENBRIDGE,6,552.98,kWh,1,0.12,66.36
CUST02287,Saskatchewan ,Saskatchewan,Saskatoon,05/05/2023,,Home Services,Prmium,66.43,Phone,TV,SPWR,18,,N/A,0,,
CUST02288,ONTARIO,Ontario,Mississauga,03/09/2021,,Home Services,basic,40.97,EMAIL,Google Ads,enbridge gas,12,,N/A,0,,
CUST02289,quebec,Quebec,Montreal,25/09/2022,,Home Services,Premium,40.39,Phone,Referral,Hydro Quebec,24,,N/A,0,,
CUST02290,Ontario ,Ontario,Toronto,12/10/2023,,Natural Gas,Prmium,51.94,In-person,TV,hydro one,12,163.14,GJ,0,3.5,570.99
CUST02291,ALBERTA,Alberta,Edmonton,09/01/2023,,Home Services,premium ,20.94,In-person,Google Ads,E.P.C.O.R,6,,N/A,2,,
CUST02292,ONTARIO,Ontario,Hamilton,12/01/2023,30/06/2024,Electricity,Standrad,118.61, Email,TV,Enbridge,18,549.71,kWh,5,0.12,65.97
CUST02293,Ontario ,Ontario,Hamilton,06/11/2021,,Electricity,Prmium,104.53, phone,Facebook,Enbridge,18,1271.87,kWh,2,0.12,152.62
CUST02294,Quebec,Quebec,Gatineau,23/03/2022,,Home Services,basic,35.34, Email,,HQ,12,,N/A,1,,
CUST02295,ONTARIO,Ontario,Mississauga,14/05/2022,,Natural Gas,Standard,62.45, Email,N/A,ENBRIDGE,18,105.9,GJ,4,3.5,370.65
CUST02296,ONTARIO,Ontario,Ottawa,20/03/2022,,Home Services,premium ,64.48,in person, facebook,hydro one,24,,N/A,0,,
CUST02297,Ontario ,Ontario,Ottawa,01/10/2023,,Natural Gas,Prmium,59.23,Phone,,enbridge gas,24,196.8,GJ,1,3.5,688.8
CUST02298,ONTARIO,Ontario,Mississauga,02/04/2021,08/08/2024,Natural Gas,Premium,101.85, Email,tv,Enbridge,18,126.18,GJ,0,3.5,441.63
CUST02299,ontario,Ontario,Mississauga,19/05/2021,,Home Services,Basic,41.36,Online, facebook,enbridge gas,6,,N/A,2,,
CUST02300,ONTARIO,Ontario,Mississauga,11/10/2023,,Electricity,Premium,125.95,Phone,Google Ads,ENBRIDGE,24,985.21,kWh,0,0.12,118.23
CUST02301,British Columbia ,British Columbia,Victoria,11/06/2023,,Electricity,Basic,122.72,EMAIL,tv,BCH,24,1233.97,kWh,0,0.12,148.08
CUST02302, alberta,Alberta,Edmonton,27/12/2021,,Natural Gas,Basic,59.34,Phone,Referral,E.P.C.O.R,24,168.27,GJ,4,3.5,588.95
CUST02303, QUEBEC,Quebec,Quebec City,12/04/2023,,Home Services,Basic,60.6,Phone,Facebook,hydro quebec,18,,N/A,3,,
CUST02304,ONTARIO,Ontario,Toronto,29/01/2024,,Electricity,Flex,139.62,In-person,,hydro one,18,503.63,kWh,2,0.12,60.44
CUST02305,nova scotia,Nova Scotia,Sydney,27/02/2021,,Natural Gas,Standard,103.8, phone,Referral,Nova Scotia Power,12,174.87,GJ,3,3.5,612.05
CUST02306,Quebec,Quebec,Quebec City,29/09/2021,,Natural Gas,Prmium,54.77,EMAIL,Facebook,hydro quebec,12,91.22,GJ,1,3.5,319.27
CUST02307,ONTARIO,Ontario,Hamilton,12/10/2022,,Natural Gas,Basic,81.89,EMAIL,tv,Enbridge,12,170.92,GJ,1,3.5,598.22
CUST02308,ALBERTA,Alberta,Red Deer,01/10/2021,,Natural Gas,Standard,86.77, online,Referral,EPCOR,6,62.04,GJ,0,3.5,217.14
CUST02309,ONTARIO,Ontario,Hamilton,26/02/2021,,Natural Gas,basic,95.88, Email,TV,Hydro-One,24,103.62,GJ,0,3.5,362.67
CUST02310,ONTARIO,Ontario,Ottawa,09/09/2022,,Electricity,Standrad,68.59,In-person,Referral,ENBRIDGE,18,619.78,kWh,1,0.12,74.37
CUST02311, QUEBEC,Quebec,Gatineau,09/02/2023,,Natural Gas,Green,110.64,In-person,N/A,hydro quebec,6,164.37,GJ,1,3.5,575.3
CUST02312, MANITOBA,Manitoba,Steinbach,17/10/2021,,Electricity,Premium,61.27,Phone,N/A,MB Hydro,12,1261.89,kWh,0,0.12,151.43
CUST02313,Quebec,Quebec,Montreal,26/03/2022,,Natural Gas,Prmium,115.99, Email,,HQ,6,168.51,GJ,1,3.5,589.78
CUST02314,British Columbia ,British Columbia,Surrey,28/02/2021,,Electricity,Standrad,99.66, phone,TV,BC Hydro,12,1193.21,kWh,2,0.12,143.19
CUST02315,saskatchewan,Saskatchewan,Moose Jaw,15/01/2021,,Home Services,premium ,40.65, phone,Facebook,sask power,12,,N/A,0,,
CUST02316,ontario,Ontario,Toronto,09/04/2022,,Natural Gas,Basic,108.72,In-person,TV,ENBRIDGE,12,86.34,GJ,2,3.5,302.19
CUST02317,ontario,Ontario,Toronto,02/06/2023,12/10/2024,Natural Gas,Standrad,77.32, phone,Referral,ENBRIDGE,18,104.27,GJ,1,3.5,364.94
CUST02318,Quebec,Quebec,Laval,16/06/2021,,Electricity,premium ,136.58,in person,Facebook,Hydro Quebec,12,1091.58,kWh,2,0.12,130.99
CUST02319,Quebec,Quebec,Gatineau,05/06/2022,,Natural Gas,Premium,93.16,EMAIL,,HQ,6,169.33,GJ,1,3.5,592.66
CUST02320, QUEBEC,Quebec,Montreal,19/03/2022,,Electricity,basic,114.45, Email, facebook,HQ,6,1151.65,kWh,2,0.12,138.2
CUST02321,nova scotia,Nova Scotia,Truro,07/12/2022,,Electricity,Standard,126.93,,,NS Power,12,1326.04,kWh,0,0.12,159.12
CUST02322,british columbia,British Columbia,Victoria,24/09/2023,,Electricity,basic,79.6,EMAIL,N/A,bc hydro,24,670.8,kWh,1,0.12,80.5
CUST02323,Alberta,Alberta,Calgary,24/04/2023,04/07/2024,Natural Gas,Basic,75.37,Online, facebook,epcor,6,127.08,GJ,1,3.5,444.78
CUST02324,ontario,Ontario,Mississauga,07/02/2023,,Electricity,Basic,71.78, Email,tv,Hydro One,24,749.58,kWh,4,0.12,89.95
CUST02325,Manitoba,Manitoba,Winnipeg,28/07/2021,,Home Services,Premium,55.67,,N/A,Manitoba Hydro,24,,N/A,1,,
CUST02326,saskatchewan,Saskatchewan,Prince Albert,23/02/2023,,Electricity,Flex,84.58,EMAIL, facebook,SPWR,18,452.28,kWh,2,0.12,54.27
CUST02327, MANITOBA,Manitoba,Winnipeg,29/12/2022,,Home Services,premium ,50.3,Phone,Referral,MB Hydro,12,,N/A,1,,
CUST02328,Ontario ,Ontario,Ottawa,28/02/2022,23/01/2023,Electricity,Flex,82.01, Email,Google Ads,Enbridge,6,1358.48,kWh,1,0.12,163.02
CUST02329,Alberta,Alberta,Red Deer,24/06/2021,19/12/2022,Electricity,Flex,75.64,,tv,epcor,6,658.52,kWh,1,0.12,79.02
CUST02330,ONTARIO,Ontario,Hamilton,10/09/2021,,Electricity,Basic,81.38, phone,,hydro one,12,1100.89,kWh,3,0.12,132.11
CUST02331,ONTARIO,Ontario,Hamilton,14/12/2022,,Electricity,basic,98.56,In-person,Google Ads,enbridge gas,6,961.31,kWh,1,0.12,115.36
CUST02332,Ontario ,Ontario,Toronto,05/10/2023,21/05/2024,Electricity,basic,142.2,EMAIL,Referral,Hydro One,24,1168.62,kWh,1,0.12,140.23
CUST02333,ALBERTA,Alberta,Edmonton,22/01/2024,,Home Services,premium ,70.28, online,Referral,E.P.C.O.R,12,,N/A,0,,
CUST02334,ALBERTA,Alberta,Edmonton,17/10/2021,,Electricity,Standard,116,Online, facebook,E.P.C.O.R,18,489.02,kWh,1,0.12,58.68
CUST02335,Ontario ,Ontario,Mississauga,22/01/2021,,Home Services,Prmium,43.37, phone,TV,ENBRIDGE,24,,N/A,1,,
CUST02336, QUEBEC,Quebec,Gatineau,08/06/2022,,Electricity,premium ,105.04,In-person,N/A,HQ,12,890.76,kWh,2,0.12,106.89
CUST02337, QUEBEC,Quebec,Laval,04/04/2022,02/10/2024,Electricity,premium ,79.69,Phone, facebook,hydro quebec,18,841.9,kWh,2,0.12,101.03
CUST02338,quebec,Quebec,Gatineau,14/11/2023,03/10/2024,Natural Gas,Green,105.85,Phone,TV,HQ,12,131.67,GJ,1,3.5,460.84
CUST02339,ONTARIO,Ontario,Ottawa,28/10/2021,,Home Services,Standrad,77.68,Online,Facebook,enbridge gas,24,,N/A,3,,
CUST02340,quebec,Quebec,Gatineau,30/09/2021,,Natural Gas,Standard,45.73,EMAIL,N/A,hydro quebec,6,159.13,GJ,0,3.5,556.95
CUST02341,british columbia,British Columbia,Surrey,08/08/2023,,Home Services,Green,50.68, phone,N/A,FortisBC,24,,N/A,0,,
CUST02342,Ontario ,Ontario,Ottawa,20/09/2023,,Natural Gas,Standrad,83.09, Email,,ENBRIDGE,6,176.26,GJ,1,3.5,616.91
CUST02343,Ontario ,Ontario,Ottawa,22/09/2022,,Home Services,Basic,36.7,in person,,Hydro One,12,,N/A,3,,
CUST02344,Quebec,Quebec,Gatineau,27/10/2022,,Electricity,Premium,127.21,In-person,Referral,HQ,12,486.63,kWh,1,0.12,58.4
CUST02345,saskatchewan,Saskatchewan,Prince Albert,12/03/2023,,Natural Gas,Green,43.99,In-person,Referral,SaskPower,6,83.46,GJ,4,3.5,292.11
CUST02346,Alberta,Alberta,Lethbridge,25/05/2022,,Electricity,Flex,61.84,,Referral,E.P.C.O.R,24,708.84,kWh,0,0.12,85.06
CUST02347, alberta,Alberta,Lethbridge,15/05/2021,,Electricity,premium ,119.06,EMAIL,Facebook,E.P.C.O.R,24,928.5,kWh,1,0.12,111.42
CUST02348, QUEBEC,Quebec,Montreal,15/09/2022,,Electricity,Standard,85.12, Email, facebook,Hydro Quebec,24,548.3,kWh,2,0.12,65.8
CUST02349, alberta,Alberta,Red Deer,06/11/2023,18/02/2024,Home Services,Standrad,24.62,in person, facebook,EPCOR,24,,N/A,0,,
CUST02350,ontario,Ontario,Ottawa,15/10/2021,,Natural Gas,Prmium,75.89,In-person,N/A,ENBRIDGE,6,64.12,GJ,0,3.5,224.42
CUST02351, alberta,Alberta,Lethbridge,07/08/2021,,Natural Gas,Flex,82.04,Phone,N/A,EPCOR,12,82.69,GJ,0,3.5,289.41
CUST02352,nova scotia,Nova Scotia,Halifax,12/01/2023,,Electricity,basic,91.33,In-person,Referral,nsp,24,414.26,kWh,0,0.12,49.71
CUST02353, alberta,Alberta,Edmonton,18/05/2022,,Electricity,basic,115.25,, facebook,EPCOR,18,532.59,kWh,0,0.12,63.91
CUST02354,Manitoba,Manitoba,Winnipeg,21/01/2022,,Natural Gas,Premium,88.11,Online, facebook,MB Hydro,18,175.22,GJ,1,3.5,613.27
CUST02355,British Columbia ,British Columbia,Victoria,11/01/2021,,Home Services,premium ,65.51, phone,TV,BCH,24,,N/A,2,,
CUST02356,ONTARIO,Ontario,Mississauga,10/02/2022,,Electricity,Standard,99.42,Online,Referral,ENBRIDGE,12,569.54,kWh,3,0.12,68.34
CUST02357,NOVA SCOTIA,Nova Scotia,Dartmouth,19/08/2022,,Electricity,Standrad,140.82, phone,TV,nsp,12,1327.35,kWh,3,0.12,159.28
CUST02358,ontario,Ontario,Hamilton,01/01/2022,,Electricity,Green,68.79,in person,Facebook,ENBRIDGE,18,834.68,kWh,3,0.12,100.16
CUST02359,quebec,Quebec,Quebec City,25/11/2022,,Natural Gas,basic,87.83,, facebook,Hydro Quebec,6,166.4,GJ,2,3.5,582.4
CUST02360,ONTARIO,Ontario,Hamilton,19/02/2022,,Home Services,Green,74.88,Phone,TV,Enbridge,6,,N/A,1,,
CUST02361,Ontario ,Ontario,Hamilton,28/05/2022,,Home Services,Standard,45.11,,Referral,hydro one,6,,N/A,2,,
CUST02362,quebec,Quebec,Quebec City,15/04/2022,,Home Services,Basic,48.69,In-person,Referral,hydro quebec,24,,N/A,1,,
CUST02363,ONTARIO,Ontario,Ottawa,24/06/2023,,Natural Gas,Premium,92.04,In-person,Facebook,hydro one,6,155.95,GJ,1,3.5,545.82
CUST02364,quebec,Quebec,Quebec City,28/01/2024,,Natural Gas,Prmium,64.68,Phone,Referral,hydro quebec,6,86.85,GJ,1,3.5,303.97
CUST02365,ALBERTA,Alberta,Red Deer,09/06/2023,,Natural Gas,Basic,52.59,Online,tv,EPCOR,18,164.12,GJ,2,3.5,574.42
CUST02366,ONTARIO,Ontario,Toronto,18/01/2021,,Home Services,Standard,27.08,,N/A,ENBRIDGE,6,,N/A,1,,
CUST02367,Ontario ,Ontario,Mississauga,11/02/2022,22/12/2024,Natural Gas,Green,79.6,in person,Referral,Enbridge,12,170.41,GJ,0,3.5,596.43
CUST02368,Alberta,Alberta,Lethbridge,13/07/2022,,Natural Gas,Standard,94.75,Phone,TV,epcor,24,145.44,GJ,0,3.5,509.04
CUST02369,ONTARIO,Ontario,Toronto,13/12/2023,12/04/2024,Electricity,Green,76.31,In-person,Google Ads,ENBRIDGE,12,619.6,kWh,2,0.12,74.35
CUST02370,British Columbia ,British Columbia,Victoria,07/04/2021,,Natural Gas,Premium,102.03, online,tv,Fortis,12,114.92,GJ,0,3.5,402.22
CUST02371,Alberta,Alberta,Lethbridge,04/11/2023,,Home Services,premium ,66.95,in person,Google Ads,E.P.C.O.R,12,,N/A,1,,
CUST02372,Manitoba,Manitoba,Steinbach,03/07/2021,,Natural Gas,Standrad,73.97,In-person,tv,Manitoba Hydro,18,178.8,GJ,1,3.5,625.8
CUST02373,Alberta,Alberta,Lethbridge,24/12/2022,,Electricity,Green,78.78, online,Referral,EPCOR,24,1142,kWh,2,0.12,137.04
CUST02374,Quebec,Quebec,Gatineau,22/04/2022,,Natural Gas,Premium,62.74,,TV,hydro quebec,24,126.16,GJ,3,3.5,441.56
CUST02375, alberta,Alberta,Edmonton,06/09/2021,,Natural Gas,Basic,86.21, online,TV,epcor,18,117.47,GJ,1,3.5,411.14
CUST02376,Ontario ,Ontario,Mississauga,22/09/2022,,Home Services,Standrad,68.4, Email,Facebook,Hydro-One,18,,N/A,1,,
CUST02377,Ontario ,Ontario,Ottawa,02/12/2023,14/07/2024,Home Services,Prmium,22.69,EMAIL,Referral,ENBRIDGE,12,,N/A,0,,
CUST02378,british columbia,British Columbia,Vancouver,29/12/2023,,Home Services,Premium,53.03,EMAIL,tv,fortis bc,18,,N/A,4,,
CUST02379,Quebec,Quebec,Laval,29/04/2022,,Home Services,Standrad,50.98, Email,N/A,HQ,24,,N/A,0,,
CUST02380,British Columbia ,British Columbia,Surrey,09/12/2023,,Electricity,Basic,67.65,Online,,bc hydro,6,517.14,kWh,2,0.12,62.06
CUST02381,Manitoba,Manitoba,Winnipeg,02/07/2021,,Electricity,Prmium,95.3, online,N/A,Manitoba Hydro,24,686.78,kWh,0,0.12,82.41
CUST02382,Manitoba,Manitoba,Steinbach,20/09/2023,,Home Services,Standard,43.06,Online,Facebook,Manitoba Hydro,12,,N/A,0,,
CUST02383,Nova Scotia ,Nova Scotia,Sydney,04/04/2022,,Home Services,Standrad,54.53, online,Google Ads,NS Power,18,,N/A,4,,
CUST02384,quebec,Quebec,Laval,25/07/2022,,Home Services,Flex,49.07,Online,Google Ads,hydro quebec,12,,N/A,4,,
CUST02385,ontario,Ontario,Mississauga,13/08/2023,,Home Services,premium ,55.27, online,,enbridge gas,6,,N/A,4,,
CUST02386,Alberta,Alberta,Red Deer,10/12/2021,,Electricity,Prmium,138.42,EMAIL,N/A,E.P.C.O.R,12,1478.37,kWh,1,0.12,177.4
CUST02387, QUEBEC,Quebec,Gatineau,07/12/2021,,Home Services,Standrad,65.64,in person,Facebook,HQ,12,,N/A,3,,
CUST02388, alberta,Alberta,Lethbridge,27/07/2021,,Electricity,Basic,124.81, phone,Google Ads,EPCOR,6,615.45,kWh,3,0.12,73.85
CUST02389,British Columbia ,British Columbia,Victoria,13/01/2023,,Home Services,Flex,20.09,Online, facebook,FortisBC,12,,N/A,0,,
CUST02390,ALBERTA,Alberta,Lethbridge,26/08/2021,,Natural Gas,Standrad,66.2,In-person,Google Ads,EPCOR,12,163.85,GJ,0,3.5,573.48
CUST02391,quebec,Quebec,Gatineau,08/12/2022,,Natural Gas,premium ,102.47, Email,tv,hydro quebec,12,92.19,GJ,3,3.5,322.66
CUST02392,ONTARIO,Ontario,Toronto,30/07/2023,,Electricity,basic,121.17, phone,,hydro one,6,565.59,kWh,1,0.12,67.87
CUST02393,quebec,Quebec,Gatineau,04/08/2022,,Electricity,basic,139.75,In-person,N/A,hydro quebec,12,731.6,kWh,4,0.12,87.79
CUST02394,ontario,Ontario,Hamilton,08/10/2022,,Natural Gas,premium ,113.19,EMAIL,,Hydro-One,18,96.97,GJ,2,3.5,339.39
CUST02395,Nova Scotia ,Nova Scotia,Truro,27/12/2023,,Home Services,Flex,76.46,, facebook,NS Power,12,,N/A,0,,
CUST02396,ontario,Ontario,Mississauga,04/05/2023,,Natural Gas,basic,71.14, Email,,Hydro One,18,168.08,GJ,0,3.5,588.28
CUST02397,Ontario ,Ontario,Toronto,02/01/2023,11/09/2024,Electricity,Prmium,67.25,EMAIL, facebook,ENBRIDGE,12,1353.23,kWh,1,0.12,162.39
CUST02398,ontario,Ontario,Mississauga,16/04/2023,,Electricity,Flex,65.35,Phone,Google Ads,Hydro-One,6,918.3,kWh,1,0.12,110.2
CUST02399, alberta,Alberta,Red Deer,29/10/2023,,Electricity,premium ,73.5,Online,Facebook,E.P.C.O.R,18,809.86,kWh,1,0.12,97.18
CUST02400, alberta,Alberta,Edmonton,06/12/2021,,Natural Gas,Premium,113.1,In-person,N/A,epcor,24,113.4,GJ,1,3.5,396.9
CUST02401,ONTARIO,Ontario,Toronto,20/01/2022,,Home Services,Green,47.98, phone,Referral,Hydro One,6,,N/A,0,,
CUST02402,Ontario ,Ontario,Ottawa,23/11/2023,,Home Services,Standard,24.72,,N/A,ENBRIDGE,18,,N/A,1,,
CUST02403,quebec,Quebec,Montreal,15/07/2023,16/10/2023,Home Services,Flex,64.93,EMAIL,Facebook,HQ,24,,N/A,1,,
CUST02404,ontario,Ontario,Hamilton,28/03/2023,,Natural Gas,premium ,91.43, Email,,Enbridge,6,120.56,GJ,2,3.5,421.96
CUST02405, alberta,Alberta,Red Deer,25/11/2022,,Natural Gas,Premium,96.65,Phone, facebook,E.P.C.O.R,12,111.74,GJ,0,3.5,391.09
CUST02406,ALBERTA,Alberta,Red Deer,01/04/2023,,Natural Gas,Standard,62.1,In-person,tv,E.P.C.O.R,12,137.93,GJ,3,3.5,482.75
CUST02407,Quebec,Quebec,Montreal,30/12/2023,,Electricity,Basic,88.4,EMAIL,tv,hydro quebec,24,604.53,kWh,3,0.12,72.54
CUST02408,ontario,Ontario,Ottawa,17/07/2022,,Electricity,premium ,94.97,Phone,Facebook,Hydro One,24,790.01,kWh,0,0.12,94.8
CUST02409,Saskatchewan ,Saskatchewan,Moose Jaw,02/05/2021,,Electricity,basic,125.99,, facebook,sask power,12,1049.86,kWh,2,0.12,125.98
CUST02410, QUEBEC,Quebec,Laval,27/05/2023,,Natural Gas,Prmium,88.46,Online,Referral,Hydro Quebec,6,174.14,GJ,5,3.5,609.49
CUST02411, alberta,Alberta,Edmonton,24/06/2021,,Electricity,Standard,108.35, Email,N/A,epcor,18,928.94,kWh,2,0.12,111.47
CUST02412,Ontario ,Ontario,Hamilton,06/04/2021,13/11/2024,Natural Gas,Standard,80.44,in person,Google Ads,hydro one,12,63.53,GJ,0,3.5,222.36
CUST02413,Quebec,Quebec,Laval,01/05/2023,,Natural Gas,premium ,105.18, online,tv,hydro quebec,18,185.11,GJ,3,3.5,647.88
CUST02414,ONTARIO,Ontario,Ottawa,25/02/2023,,Electricity,Basic,132.8,,Facebook,enbridge gas,6,1062.55,kWh,0,0.12,127.51
CUST02415,Quebec,Quebec,Quebec City,11/11/2021,,Natural Gas,basic,67.61,In-person,tv,hydro quebec,12,171.15,GJ,1,3.5,599.02
CUST02416,SASKATCHEWAN,Saskatchewan,Saskatoon,09/06/2023,,Electricity,Basic,125.91,in person,Referral,SPWR,18,1238.43,kWh,2,0.12,148.61
CUST02417,quebec,Quebec,Gatineau,14/04/2023,07/09/2023,Natural Gas,Premium,48.22, online,,hydro quebec,12,141.01,GJ,0,3.5,493.53
CUST02418,ONTARIO,Ontario,Toronto,13/09/2021,,Home Services,premium ,38.86,EMAIL,tv,Hydro One,18,,N/A,1,,
CUST02419,ontario,Ontario,Toronto,25/05/2022,,Natural Gas,Prmium,110.61, online, facebook,Hydro One,12,63.22,GJ,2,3.5,221.27
CUST02420,quebec,Quebec,Montreal,20/03/2023,,Natural Gas,Basic,75.98,,Referral,hydro quebec,6,78.47,GJ,1,3.5,274.64
CUST02421,ONTARIO,Ontario,Toronto,18/11/2022,,Home Services,Prmium,39.19, Email,N/A,enbridge gas,12,,N/A,0,,
CUST02422,Ontario ,Ontario,Mississauga,30/06/2021,20/06/2024,Natural Gas,Standard,51.31,Online, facebook,Hydro-One,12,133.75,GJ,1,3.5,468.12
CUST02423,British Columbia ,British Columbia,Vancouver,16/11/2021,,Natural Gas,Standrad,117.74, Email,N/A,BC Hydro,6,190.24,GJ,3,3.5,665.84
CUST02424,quebec,Quebec,Montreal,19/01/2024,,Home Services,Green,28.04, phone,N/A,Hydro Quebec,12,,N/A,3,,
CUST02425,ONTARIO,Ontario,Hamilton,25/06/2023,,Electricity,Standrad,75.34, Email,N/A,ENBRIDGE,12,492.09,kWh,0,0.12,59.05
CUST02426,NOVA SCOTIA,Nova Scotia,Halifax,30/01/2023,,Electricity,Basic,61,in person,TV,NS Power,18,946.23,kWh,5,0.12,113.55
CUST02427,ontario,Ontario,Hamilton,22/05/2021,,Electricity,Premium,62.75,EMAIL,Facebook,Hydro One,18,901.45,kWh,4,0.12,108.17
CUST02428,SASKATCHEWAN,Saskatchewan,Prince Albert,04/03/2023,,Electricity,Premium,114.91, phone,Facebook,SaskPower,18,610.51,kWh,2,0.12,73.26
CUST02429,ONTARIO,Ontario,Ottawa,24/11/2022,,Electricity,Premium,142.22,,N/A,Hydro-One,6,1495.43,kWh,0,0.12,179.45
CUST02430,nova scotia,Nova Scotia,Truro,28/03/2021,,Natural Gas,Basic,73.48, online,Facebook,nsp,24,76.03,GJ,1,3.5,266.11
CUST02431,ALBERTA,Alberta,Red Deer,06/12/2022,,Natural Gas,Basic,60.57, phone, facebook,EPCOR,24,141.05,GJ,0,3.5,493.68
CUST02432, MANITOBA,Manitoba,Thompson,24/07/2021,,Natural Gas,Prmium,74.51,In-person,tv,MB Hydro,24,64.07,GJ,1,3.5,224.24
CUST02433,SASKATCHEWAN,Saskatchewan,Prince Albert,09/03/2023,,Natural Gas,Flex,71.15,Phone,N/A,SaskPower,12,154.59,GJ,1,3.5,541.07
CUST02434,ONTARIO,Ontario,Ottawa,08/10/2022,,Electricity,Standrad,60.82,Online,,Hydro-One,18,1491.52,kWh,3,0.12,178.98
CUST02435,saskatchewan,Saskatchewan,Prince Albert,11/12/2022,,Home Services,Basic,32.44, phone,Facebook,SPWR,18,,N/A,1,,
CUST02436,Quebec,Quebec,Quebec City,27/05/2023,,Electricity,Standard,83.37,Phone, facebook,Hydro Quebec,12,1026.49,kWh,0,0.12,123.18
CUST02437, QUEBEC,Quebec,Laval,31/03/2021,,Electricity,Standrad,102.68,Phone, facebook,HQ,12,1047.38,kWh,1,0.12,125.69
CUST02438,ONTARIO,Ontario,Ottawa,19/05/2023,,Home Services,Green,71.87,,N/A,Hydro-One,24,,N/A,2,,
CUST02439, QUEBEC,Quebec,Laval,20/12/2022,,Home Services,premium ,59.81,In-person,TV,hydro quebec,6,,N/A,0,,
CUST02440,ONTARIO,Ontario,Toronto,12/11/2023,,Electricity,premium ,106.28, Email,Facebook,hydro one,24,810.87,kWh,2,0.12,97.3
CUST02441,ALBERTA,Alberta,Lethbridge,24/04/2022,,Home Services,Standrad,36.71,,tv,E.P.C.O.R,24,,N/A,0,,
CUST02442,Quebec,Quebec,Laval,29/01/2024,,Natural Gas,Premium,46.35, online,tv,hydro quebec,6,174.64,GJ,1,3.5,611.24
CUST02443,British Columbia ,British Columbia,Kelowna,03/02/2021,,Natural Gas,basic,61.96,EMAIL,Facebook,BCH,6,156.37,GJ,1,3.5,547.3
CUST02444, MANITOBA,Manitoba,Winnipeg,08/09/2022,,Home Services,Premium,45.71, online,Referral,manitoba hydro,6,,N/A,3,,
CUST02445, QUEBEC,Quebec,Gatineau,31/01/2022,,Natural Gas,Prmium,45.76, online,N/A,hydro quebec,18,90.23,GJ,1,3.5,315.81
CUST02446,ONTARIO,Ontario,Toronto,05/01/2021,,Natural Gas,Basic,113.08,Phone,tv,Hydro-One,18,139.83,GJ,1,3.5,489.41
CUST02447,ontario,Ontario,Ottawa,05/12/2021,,Electricity,Prmium,111.8,In-person,TV,Hydro One,18,610.84,kWh,2,0.12,73.3
CUST02448,ontario,Ontario,Ottawa,18/06/2023,,Home Services,Premium,48.78, Email,Google Ads,hydro one,18,,N/A,4,,
CUST02449,ONTARIO,Ontario,Hamilton,24/04/2021,02/08/2021,Home Services,premium ,78.25,Online,Google Ads,Hydro-One,12,,N/A,2,,
CUST02450,Ontario ,Ontario,Ottawa,21/10/2022,14/08/2023,Home Services,basic,64.87, online,N/A,Enbridge,24,,N/A,1,,
CUST02451,ontario,Ontario,Hamilton,25/12/2023,,Natural Gas,Flex,86.86, Email,Google Ads,hydro one,24,90.88,GJ,1,3.5,318.08
CUST02452,Saskatchewan ,Saskatchewan,Prince Albert,10/04/2021,,Home Services,Premium,49.75,Phone, facebook,SPWR,12,,N/A,0,,
CUST02453, alberta,Alberta,Lethbridge,21/04/2023,,Natural Gas,premium ,105.68, online,N/A,E.P.C.O.R,24,59.44,GJ,2,3.5,208.04
CUST02454,ONTARIO,Ontario,Ottawa,04/04/2021,,Natural Gas,Prmium,97.81,in person,tv,hydro one,6,75.61,GJ,2,3.5,264.63
CUST02455,ALBERTA,Alberta,Lethbridge,18/04/2021,,Natural Gas,Standrad,54.59,Online,tv,EPCOR,18,132.35,GJ,2,3.5,463.22
CUST02456,Ontario ,Ontario,Hamilton,04/01/2023,,Home Services,Standrad,20.15,,Google Ads,enbridge gas,24,,N/A,1,,
CUST02457,quebec,Quebec,Laval,19/02/2021,,Home Services,premium ,23.88,EMAIL, facebook,HQ,18,,N/A,2,,
CUST02458,Alberta,Alberta,Calgary,22/03/2022,,Home Services,Standard,67.61,In-person, facebook,epcor,12,,N/A,2,,
CUST02459, QUEBEC,Quebec,Montreal,28/09/2022,,Natural Gas,Prmium,93.04,EMAIL,Facebook,HQ,24,76.68,GJ,2,3.5,268.38
CUST02460, QUEBEC,Quebec,Gatineau,07/10/2021,,Natural Gas,Basic,68.93,Online,Facebook,hydro quebec,12,97.89,GJ,1,3.5,342.62
CUST02461,saskatchewan,Saskatchewan,Moose Jaw,30/07/2021,,Natural Gas,Standrad,104.06,In-person,TV,sask power,6,148.59,GJ,3,3.5,520.07
CUST02462,NOVA SCOTIA,Nova Scotia,Dartmouth,24/09/2023,,Electricity,Standard,91.12, online,,nsp,24,1441.27,kWh,3,0.12,172.95
CUST02463,Alberta,Alberta,Calgary,01/10/2023,21/09/2024,Home Services,Green,47.74,in person,Facebook,epcor,18,,N/A,1,,
